"lagoslakeid","site_id","site_legacyid","site_legacyname","site_lat_decdeg","site_lon_decdeg"
471130,"471130-AA","s17_lk_46.9553786_-121.8780416","EUNICE LAKE",46.955448,-121.877997
449620,"449620-AA","s6_lk_39.647032471793203_-106.17351501230399","UPPER WILLOW LAKE",39.646116,-106.175151
449205,"449205-AA","s6_lk_39.698261605047001_-106.304417212101","BOOTH LAKE",39.698633,-106.305543
471671,"471671-AB","s17_lk_46.96093526_-121.7552526","UNNAMED LAKE",46.961107,-121.754042
472450,"472450-AA","s17_lk_46.96622729_-121.7349733","LAKE JAMES",46.966211,-121.735013
472189,"472189-AA","s17_lk_46.96955068_-121.7385345","LAKE ETHEL",46.969509,-121.738571
470641,"470641-AA","s17_lk_46.9714528_-121.7792861","CHENUIS LAKES",46.971371,-121.779424
471902,"471902-AA","s17_lk_46.9769326_-121.8593187","GREEN LAKE",46.976977,-121.85921
471420,"471420-AA","s17_lk_46.97976116_-121.7465663","OLIVER LAKE",46.979737,-121.746633
449330,"449330-AA","s6_lk_40.154493271005499_-105.680486479736","UPPER LAKE",40.155401,-105.681416
357569,"357569-AA","s6_lk_40.627254803605098_-105.959704879303","KELLY LAKE",40.625202,-105.960219
357810,"357810-AA","s6_lk_40.628878425635101_-105.941709657365","ISLAND LAKE",40.627679,-105.941341
452284,"452284-AA","s6_lk_40.634052003594498_-106.706267478144","LAKE ELBERT",40.634744,-106.706867
452284,"452284-AA","s6_lk_40.634166667000002_-106.70694444","LAKE ELBERT",40.634744,-106.706867
357804,"357804-AA","s6_lk_40.673622594332201_-105.958428046956","RAWAH LAKE #4",40.671376,-105.958726
472451,"472451-AA","s17_lk_46.98330637_-121.7415815","ADELAIDE LAKE",46.983288,-121.741509
327961,"327961-AA","s6_lk_44.347507131163802_-107.17896361074401","FLORENCE LAKE",44.348098,-107.181649
327078,"327078-AA","s6_lk_44.459666997656399_-107.304963610548","EMERALD LAKE",44.457544,-107.304092
470652,"470652-AA","s17_lk_46.99058063_-121.6573671","LAKE ELEANOR",46.990537,-121.657407
470377,"470377-AA","s17_lk_47.5235976_-123.5929729","Connie, Lake",47.523663,-123.592981
471760,"471760-AA","s17_lk_47.62489286_-123.2063272","Milk Lake",47.62489,-123.206471
471235,"471235-AA","s17_lk_47.66484009_-123.3604349","Lake LaCrosse",47.664767,-123.360262
470378,"470378-AA","s17_lk_47.85386741_-123.5972858","Ferry Lake",47.853867,-123.597286
469510,"469510-AA","s17_lk_47.89867668_-123.7862016","Hoh Lake",47.899083,-123.785881
461754,"461754-AA","s17_lk_48.29105902_-120.552263","Triplet Lake Upper",48.290929,-120.552178
452813,"452813-AA","s7_lk_40.7336578447783_-110.685104565668","CONTINENT LAKE",40.735604,-110.686523
452430,"452430-AA","s7_lk_40.811008453369098_-110.038303375244","WALK UP LAKE",40.811566,-110.038664
452430,"452430-AA","s7_lk_40.811300000000003_-110.0385","WALK UP LAKE",40.811566,-110.038664
451502,"451502-AA","s7_lk_40.836124420166001_-110.067573547363","FISH LAKE",40.836758,-110.069866
451502,"451502-AA","s7_lk_40.838289603277502_-110.07685080624501","FISH LAKE",40.836758,-110.069866
463452,"463452-AA","s7_lk_43.368578599350002_-110.378769672443","MACLEOD LAKE",43.369853,-110.379878
463457,"463457-AA","s7_lk_43.373688532675402_-110.300870672564","UNNAMED LAKE [UPPER BREWSTER LAKE]",43.373008,-110.302091
463316,"463316-AA","s7_lk_43.379584399332899_-110.36192327246999","UPPER SHOAL LAKE",43.379788,-110.361838
463162,"463162-AA","s7_lk_43.420659999999998_-110.56495","TURQUOISE LAKE",43.419812,-110.566309
463311,"463311-AA","s7_lk_43.429279327392599_-110.483737945557","BOX LAKE",43.429174,-110.483874
463631,"463631-AA","s7_lk_43.823928833007798_-110.095985412598","UNNAMED LAKE [HOLMES CAVE LAKE]",43.823625,-110.095663
463327,"463327-AA","s7_lk_43.825732198640402_-109.915618606496","LEWIS LAKE",43.825001,-109.914582
463773,"463773-AA","s7_lk_43.847389221191399_-110.187385559082","UNNAMED LAKE [ANGLES LAKE]",43.847266,-110.187338
463012,"463012-AA","s7_lk_43.867163998576103_-109.976867406401","BERTHA LAKE",43.866086,-109.977449
461513,"461513-AA","s17_lk_48.34581203_-120.7880821","Battalion Lake",48.345939,-120.787993
460793,"460793-AA","s17_lk_48.40424477_-120.7529879","Rainbow Lake Upper West",48.404158,-120.752755
460550,"460550-AA","s17_lk_48.43299392_-120.7168095","Unnamed lake",48.432867,-120.716856
461977,"461977-AA","s17_lk_48.48203482_-120.656446","Stiletto Lake",48.481997,-120.656294
460791,"460791-AA","s17_lk_48.54637694_-120.8340611","Silent Lake Lower",48.546582,-120.834133
463772,"463772-AA","s7_lk_43.9452095031738_-110.23355102539099","DIVIDE LAKE",43.945009,-110.23328
464728,"464728-AA","s7_lk_43.950200000000002_-115.0425","INGEBORG LAKE",43.950073,-115.042756
470970,"470970-AA","s17_lk_48.60094379_-120.9440358","Sweet Pea Lake",48.600607,-120.944047
463770,"463770-AA","s7_lk_43.961532592773402_-110.325233459473","MOSS LAKE",43.961233,-110.325113
472247,"472247-AA","s17_lk_48.60105596_-121.1717308","Upper Wilcox Lakes (Lillie)",48.601063,-121.17189
472469,"472469-AA","s17_lk_48.64463488_-121.5369496","Diobsud Lake-lower Pothole",48.644472,-121.536799
463460,"463460-AA","s7_lk_44.002369331699597_-110.221526272688","UNNAMED LAKE [WEST ENOS PEAK LAKE]",44.002096,-110.223196
360026,"360026-AA","USGS-395626105411200","KING LAKE NEAR ROLLINS PASS",39.9405426,-105.6872264
463462,"463462-AA","s7_lk_44.018154144287102_-110.198272705078","UNNAMED LAKE [ENOS PEAK LAKE]",44.018198,-110.197944
465845,"465845-AA","s7_lk_44.027562198327097_-114.966618998656","UNNAMED LAKE [LAKE 502A]",44.027281,-114.967468
325951,"325951-AA","s7_lk_44.029573798324002_-109.75185527341699","UNNAMED LAKE [VALLEY FORK LAKE]",44.028066,-109.7513
463453,"463453-AA","s7_lk_44.030996931655103_-110.369439672458","GRAVEL LAKE",44.028578,-110.369468
463766,"463766-AA","s7_lk_44.046996931630297_-110.429157205699","UNNAMED LAKE [COULTER LAKE]",44.046072,-110.427859
465108,"465108-AA","s7_lk_44.058010101318402_-115.05092620849599","UNNAMED LAKE [LAKE 433]",44.057972,-115.050616
472469,"472469-AA","s17_lk_48.64601922_-121.5376739","Diobsud Lake Lower",48.645789,-121.537601
471696,"471696-AA","s17_lk_48.65267303_-121.5100503","Unnamed lake",48.652673,-121.51005
463167,"463167-AA","s7_lk_44.072260798257702_-110.31248240588","EMERALD LAKE",44.069372,-110.30956
470960,"470960-AA","s17_lk_48.68151193_-121.1671419","Upper Bouck",48.681338,-121.166891
463928,"463928-AA","s7_lk_44.088005931566599_-110.205789206045","UNNAMED LAKE [TWO OCEAN LAKE]",44.087652,-110.206095
463920,"463920-AA","s7_lk_44.1126205315284_-110.430052405697","UNNAMED LAKE [WOLVERINE LAKE]",44.11388,-110.430664
325226,"325226-AA","s7_lk_44.123532675131997_-110.11206159370499","BRIDGER LAKE",44.124142,-110.099957
325454,"325454-AA","s7_lk_44.198097598062397_-109.850533673263","UNNAMED LAKE [SILVERTIP LAKE]",44.200329,-109.848135
465460,"465460-AA","s7_lk_44.4186462773717_-114.902161590849","CRIMSON LAKE   C-32",44.418564,-114.902264
472229,"472229-AA","s17_lk_48.68973313_-121.3354897","Thornton Lake Middle",48.689804,-121.335553
471736,"471736-AA","s17_lk_48.69676516_-121.1086715","Thunder Lake",48.696701,-121.108619
472219,"472219-AA","s17_lk_48.70691481_-121.4775558","Berdeen Lake Lower",48.707057,-121.477859
466580,"466580-AA","s7_lk_45.007466530139403_-115.27912599817","WEST FORK MONUMENTAL LAKE # 6",45.007579,-115.28036
466001,"466001-AA","s7_lk_45.0488_-115.9555","BURNSIDE LAKE",45.048774,-115.955381
464422,"464422-AA","s7_lk_45.077306596697703_-115.957346597118","UNNAMED LAKE [MARGE LAKE]",45.075766,-115.959712
472474,"472474-AA","s17_lk_48.74797216_-121.5010932","Blum Lake Lower",48.748158,-121.501073
470962,"470962-AA","s17_lk_48.75914164_-121.1246596","Sourdough Lake",48.759041,-121.12487
471175,"471175-AA","s17_lk_48.75943582_-121.4996553","Blum Lake #1 (Vista)",48.759048,-121.499734
470685,"470685-AA","s17_lk_48.79184428_-121.3677928","Wild Lake",48.791532,-121.367495
465788,"465788-AA","s7_lk_45.1726085965498_-116.14643493015799","HARD CREEK LAKE",45.172271,-116.144662
466354,"466354-AA","s7_lk_45.191899999999997_-116.5805","UNNAMED LAKE [GRANITE CREEK LAKE, UPPER]",45.192065,-116.580499
326554,"326554-AA","s8_lk_42.6216708005093_-108.994138474593","LOWER SADDLEBAG LAKE",42.623185,-108.996503
326554,"326554-AA","s8_lk_42.622673765000002_-108.9989324","UNNAMED LAKE [UPPER SADDLEBAG LAKE]",42.623185,-108.996503
326554,"326554-AA","s8_lk_42.623260000000002_-108.99466","LOWER SADDLEBAG LAKE",42.623185,-108.996503
326554,"326554-AA","s8_lk_42.624649667171397_-108.995233341258","LOWER SADDLEBAG LAKE",42.623185,-108.996503
451645,"451645-AA","s8_lk_42.685519237660401_-109.16364031122799","UPPER FROZEN LAKE",42.686962,-109.161806
471737,"471737-AA","s17_lk_48.83328912_-121.1061457","Skymo Lake Upper",48.833292,-121.106136
471216,"471216-AA","s17_lk_48.83630297_-121.103319","Skymo Lake",48.836148,-121.103301
471710,"471710-AA","s17_lk_48.88257182_-121.3692862","Tapto Lake #2 (Middle)",48.882541,-121.369314
450617,"450617-AA","s8_lk_42.739050000327197_-109.165998074326","BLACK JOE LAKE",42.738019,-109.165774
450617,"450617-AA","s8_lk_42.739444444_-109.17111111","BLACK JOE LAKE",42.738019,-109.165774
450617,"450617-AA","s8_lk_42.740716666991197_-109.179601207638","BLACK JOE LAKE",42.738019,-109.165774
471715,"471715-AA","s17_lk_48.89023623_-121.3308573","East Lake Lower",48.890307,-121.330642
471954,"471954-AA","s17_lk_48.9180553_-121.4508386","Copper Lake",48.918165,-121.451381
470954,"470954-AA","s17_lk_48.96304185_-121.2635036","Ouzel Lake",48.963042,-121.263504
478004,"478004-AA","s18_lk_36.0921936_-118.819397","(NO NAME)",36.09249,-118.821107
476954,"476954-AA","s18_lk_36.35803223_-118.6660767","HOCKETT LAKES (CENTER)",36.357621,-118.666853
477862,"477862-AA","s18_lk_36.48443604_-118.5194092","BIG FIVE LAKES (SMALL N)",36.48407,-118.52018
482913,"482913-AA","s18_lk_36.48748779_-118.2255249","LONG LAKE",36.48703,-118.226252
476844,"476844-AA","s18_lk_36.5269165_-118.305542","(NO NAME)",36.526497,-118.305598
476978,"476978-AA","s18_lk_36.57693481_-118.5344238","(NO NAME)",36.577233,-118.535368
447666,"447666-AA","s18_lk_36.57775879_-105.4041138","LOST LAKE",36.577374,-105.404462
477305,"477305-AA","s18_lk_36.60693359_-118.645813","(NO NAME)",36.606828,-118.646917
467198,"467198-AA","s9_lk_44.81861_-121.79528000000001","HEAD LAKE",44.815545,-121.791426
451539,"451539-AA","s8_lk_43.332191532739799_-109.73594820677501","UNNAMED LAKE [ELKHORN LAKE]",43.332299,-109.735576
450540,"450540-AA","s8_lk_43.343746599388503_-109.720338206799","UNNAMED LAKE [AMOEBA LAKE]",43.342917,-109.718906
477020,"477020-AA","s18_lk_36.62219238_-118.3458252","(NO NAME)",36.622608,-118.34734
477375,"477375-AA","s18_lk_36.63638306_-118.3666382","WRIGHT LAKES(NW)",36.636063,-118.368092
477005,"477005-AA","s18_lk_36.6611023_-118.4332886","(NO NAME)",36.661753,-118.434686
325226,"325226-AA","s8_lk_44.123532675131997_-110.11206159370499","BRIDGER LAKE",44.124142,-110.099957
477008,"477008-AA","s18_lk_36.68191528_-118.4069214","(NO NAME)",36.681724,-118.412862
478049,"478049-AA","s18_lk_36.7180481_-118.5305176","(NO NAME)",36.71779,-118.53142
469960,"469960-AA","s9_lk_43.062934875488303_-122.521896362305","BUCKEYE LAKE",43.062854,-122.521991
470075,"470075-AA","s9_lk_43.166553497314503_-122.33562469482401","SKOOKUM LAKE",43.166562,-122.33546
470433,"470433-AA","s9_lk_43.228416442871101_-122.595657348633","LITTLE TWIN LAKE",43.228368,-122.595723
470323,"470323-AA","s9_lk_43.254981994628899_-122.01633453369099","LAKE LUCILE",43.255006,-122.0163
477365,"477365-AA","s18_lk_36.80413818_-118.4194336","(NO NAME)",36.804918,-118.418373
478077,"478077-AA","s18_lk_36.81109619_-118.4302368","(NO NAME)",36.811489,-118.429958
476945,"476945-AA","s18_lk_36.8888855_-118.7235718","SWAMP LAKES (WESTERN)",36.888611,-118.724976
468736,"468736-AA","s9_lk_45.031100000000002_-121.78879999999999","SUMMIT LAKE",45.031397,-121.787619
477854,"477854-AA","s18_lk_36.902771_-118.5582886","(NO NAME)",36.902696,-118.558505
477816,"477816-AA","s18_lk_36.92858887_-118.9071655","LITTLE SPANISH LAKE",36.928199,-118.908778
477691,"477691-AA","s18_lk_36.94360352_-118.5708008","HORSESHOE LAKES (MIDDLE)",36.943693,-118.572185
477654,"477654-AA","s18_lk_36.99221802_-118.8916626","DUCK LAKE",36.992643,-118.892872
477350,"477350-AA","s18_lk_37.0269165_-118.4916382","(NO NAME)",37.026818,-118.492428
477668,"477668-AA","s18_lk_37.02914429_-118.6958008","(NO NAME)",37.028083,-118.698581
478034,"478034-AA","s18_lk_37.06665039_-118.638855","(NO NAME)",37.065672,-118.639574
476916,"476916-AA","s18_lk_37.11026001_-119.0716553","MUD LAKES (EASTERN)",37.111019,-119.072985
482764,"482764-AA","s18_lk_37.12359619_-118.4869385","BIG PINE LAKES(SECOND L.)",37.123794,-118.487639
483202,"483202-AA","s18_lk_37.1361084_-118.5111084","BIG PINE LAKES(SIXTH L.)",37.136336,-118.51183
479676,"479676-AA","s18_lk_37.1444397_-118.6638794","(NO NAME)",37.144616,-118.665331
447160,"447160-AA","s18_lk_37.15777588_-106.5891113","TRAIL LAKE",37.157899,-106.589363
477978,"477978-AA","s18_lk_37.1583252_-119.0435791","LITTLE LAKE",37.158553,-119.04438
470913,"470913-AA","s9_lk_47.455100000000002_-121.5868","THOMPSON LAKE",47.455511,-121.586434
471180,"471180-AA","s9_lk_47.466510772705099_-121.45452117919901","SNOW LAKES, LOWER",47.4671,-121.45568
471180,"471180-AA","s9_lk_47.467399999999998_-121.4539","SNOW LAKE",47.4671,-121.45568
461013,"461013-AA","s9_lk_47.478878021240199_-120.816417694092","NO NAME [ENCHANTMENT 8 LAKE]",47.478979,-120.816613
461972,"461972-AA","s9_lk_47.479557037353501_-120.797035217285","PERFECTION LAKE",47.47967,-120.797128
461742,"461742-AA","s9_lk_47.482040405273402_-120.801216125488","INSPIRATION LAKE",47.482224,-120.801049
462211,"462211-AA","s9_lk_47.482242584228501_-120.78364944458001","LAKE VIVIANE [ENCHANTMENT 2 LAKE]",47.482288,-120.783598
479333,"479333-AA","s18_lk_37.17221069_-118.7443848","(NO NAME)",37.172696,-118.745411
461744,"461744-AA","s9_lk_47.484607696533203_-120.778621673584","TEMPLE LAKE",47.484594,-120.778722
479315,"479315-AA","s18_lk_37.18887329_-118.8519287","HEATHER LAKE",37.188739,-118.853069
460545,"460545-AA","s9_lk_47.496776580810497_-120.78020477294901","SHIELD LAKE",47.496795,-120.780676
461016,"461016-AA","s9_lk_47.505784988403299_-120.770965576172","EARLE LAKE",47.505788,-120.7711
460546,"460546-AA","s9_lk_47.507869720458999_-120.766124725342","MESA LAKE",47.507848,-120.766132
478996,"478996-AA","s18_lk_37.2041626_-119.1116333","STRAWBERRY LAKE",37.204845,-119.112254
460789,"460789-AA","s9_lk_47.539482116699197_-120.864372253418","CAROLINE LAKE",47.5395,-120.864306
471952,"471952-AA","s9_lk_47.5458_-121.4431","ROCK LAKE",47.545833,-121.442902
471952,"471952-AA","s9_lk_47.545900000000003_-121.4415","ROCK LAKE",47.545833,-121.442902
482751,"482751-AA","s18_lk_37.2097168_-118.6499634","UPPER LAMARCK LAKE",37.210556,-118.650994
478681,"478681-AA","s18_lk_37.2144165_-119.1235962","MIRROR LAKE",37.214819,-119.124822
479960,"479960-AA","s18_lk_37.23052979_-118.7138672","WAHOO LAKES (NW)",37.230517,-118.714894
470948,"470948-AB","s9_lk_47.570953369140597_-121.307022094727","ANGELINE LAKE",47.57067,-121.307152
478636,"478636-AA","s18_lk_37.24581909_-119.5166626","MANZANITA LAKE",37.248833,-119.517741
472237,"472237-AA","s9_lk_47.574280000000002_-121.26425999999999","TAHL LAKE",47.573974,-121.265071
470698,"470698-AA","s9_lk_47.580199999999998_-121.254","EMERALD LAKE",47.580065,-121.255272
479629,"479629-AA","s18_lk_37.2796936_-119.0235596","(NO NAME)",37.280381,-119.023896
470697,"470697-AA","s9_lk_47.584899999999998_-121.2564","JADE LAKE",47.584806,-121.2576
471467,"471467-AB","s9_lk_47.584911346435497_-121.251625061035","ILSWOOT LAKE",47.584577,-121.251775
472236,"472236-AB","s9_lk_47.585174560546903_-121.26900100708001","LOCKET LAKE",47.58487,-121.268673
471457,"471457-AA","s9_lk_47.591200000000001_-121.32980000000001","LITTLE HEART LAKE",47.591218,-121.33025
472230,"472230-AB","s9_lk_47.5920219421387_-121.309597015381","DELTA LAKE",47.591528,-121.309942
478985,"478985-AA","s18_lk_37.28109741_-119.2457886","NELLIE LAKE",37.281215,-119.246372
471201,"471201-AA","s9_lk_47.655900000000003_-121.32680000000001","EVANS LAKE",47.655923,-121.327088
479326,"479326-AA","s18_lk_37.29580689_-118.791626","MERRIAM LAKE",37.294803,-118.791598
471974,"471974-AA","s9_lk_47.656500000000001_-121.3387","TOP LAKE",47.656537,-121.339054
447412,"447412-AA","s18_lk_37.29776001_-106.562439","TOBACCO LAKE",37.297938,-106.563028
461748,"461748-AB","s9_lk_47.833568572997997_-120.70601272583001","FISH LAKE",47.834495,-120.704582
480559,"480559-AA","s18_lk_37.29803467_-118.9060669","NEIL LAKE",37.298238,-118.907209
471432,"471432-AA","s9_lk_48.114100000000001_-121.60120000000001","KELCEMA LAKE",48.113929,-121.602426
483057,"483057-AA","s18_lk_37.31665039_-118.666626","HORTON LAKE",37.316828,-118.666242
453417,"453417-AA","s18_lk_37.32220459_-107.5866089","LAKE SIMPATICO",37.322222,-107.587156
480571,"480571-AA","s18_lk_37.32220459_-118.8082886","VEE LAKE",37.321638,-118.808991
478379,"478379-AA","s18_lk_37.46942139_-118.9263306","CHIEF LAKE",37.470162,-118.927213
470915,"470915-AA","s9_lk_48.667789459228501_-121.579242706299","BIG WATSON LAKE",48.667577,-121.579211
470909,"470909-AA","s9_lk_48.853839874267599_-121.71773910522499","ICEBERG LAKE",48.854081,-121.717907
472199,"472199-AA","s9_lk_48.951042175292997_-121.638286590576","LOWER TWIN LAKE",48.951126,-121.638453
452210,"452210-AA","USGS-395648107173000","SOUTH TWIN LAKE",39.9466486,-107.2922777
478327,"478327-AA","s18_lk_37.49554443_-119.4904785","BARE ISLAND LAKE",37.495391,-119.490499
447403,"447403-AA","s18_lk_37.51248169_-106.868042","SPRUCE LAKES (WEST)",37.512632,-106.868497
479578,"479578-AA","s18_lk_37.5166626_-119.5455322","STAR LAKES (NORTH)",37.516684,-119.54657
482890,"482890-AA","s18_lk_37.52636719_-118.874939","LAKE WIT-SO-NAH-PAH",37.525449,-118.875672
480515,"480515-AA","s18_lk_37.53555298_-119.4360962","CHIQUITO LAKE",37.536278,-119.437814
453188,"453188-AA","s18_lk_37.53747559_-107.0749512","WINDOW LAKE",37.53761,-107.075561
483034,"483034-AA","s18_lk_37.5388794_-118.881897","LAKE DOROTHY",37.538869,-118.882503
453171,"453171-AA","s18_lk_37.55526733_-107.5938721","LAKE MARIE",37.554959,-107.594288
447142,"447142-AA","s18_lk_37.57888794_-105.5061035","PIONEER LAKE",37.578745,-105.506788
482963,"482963-AA","s18_lk_37.5930481_-119.0172119","CRYSTAL LAKE",37.593647,-119.018368
447033,"447033-AA","s18_lk_37.59719849_-106.9716187","GOOSE LAKE",37.598507,-106.971999
453556,"453556-AA","s18_lk_37.59832764_-107.5985718","COLUMBINE LAKE",37.598358,-107.599417
453178,"453178-AA","s18_lk_37.59997559_-107.4733276","MOON LAKE",37.599869,-107.473378
453495,"453495-AA","s18_lk_37.60470581_-107.4572144","(NO NAME)",37.604679,-107.457829
483252,"483252-AA","s18_lk_37.61386108_-119.0083008","TWIN LAKES (SOUTH)",37.614269,-119.008266
483117,"483117-AA","s18_lk_37.62164307_-119.0061035","TWIN LAKES (NORTH)",37.621415,-119.006895
479269,"479269-AA","s18_lk_37.62277222_-119.3644409","WALTON LAKE",37.623003,-119.365146
453297,"453297-AA","s18_lk_37.63693237_-107.5905151","(NO NAME)",37.636837,-107.591314
447153,"447153-AA","s18_lk_37.6444397_-107.1555176","TROUT LAKE",37.644313,-107.156103
447202,"447202-AA","s18_lk_37.64776611_-107.4741211","MIDDLE UTE LAKE",37.648236,-107.474788
453421,"453421-AA","s18_lk_37.66830444_-107.5652466","(NO NAME)",37.668253,-107.565743
478990,"478990-AA","s18_lk_37.67080689_-119.1694336","ICEBERG LAKE",37.67062,-119.169087
453360,"453360-AA","s18_lk_37.68331909_-107.5638428","TRINITY LAKE",37.683684,-107.564524
447023,"447023-AA","s18_lk_37.68499756_-107.4963379","(NO NAME)",37.685083,-107.496714
480207,"480207-AA","s18_lk_37.69442749_-119.1707764","NYDIVER LAKES (MIDDLE)",37.693796,-119.171901
478347,"478347-AA","s18_lk_37.7041626_-119.2874756","(NO NAME)",37.703698,-119.288249
453560,"453560-AA","s18_lk_37.75054932_-107.5810547","VERDE LAKES (NW)",37.750793,-107.582123
447148,"447148-AA","s18_lk_37.76080322_-107.3110962","LOST LAKES (NORTH)",37.760661,-107.311758
482960,"482960-AA","s18_lk_37.7769165_-119.124939","SILVER LAKE",37.776986,-119.124904
479899,"479899-AA","s18_lk_37.78665161_-119.3430176","VOGELSANG LAKE",37.786554,-119.343515
453290,"453290-AA","s18_lk_37.81359863_-107.8082886","ICE LAKE",37.813771,-107.808987
453227,"453227-AA","s18_lk_37.81915283_-107.8013306","ISLAND LAKE",37.819678,-107.802001
479916,"479916-AA","s18_lk_37.8458252_-119.2457886","BINGAMAN LAKE",37.845434,-119.245768
453170,"453170-AA","s18_lk_37.85498047_-107.6016235","(NO NAME)",37.854848,-107.602212
450446,"450446-AA","s18_lk_37.87496948_-107.779419","(NO NAME)",37.875098,-107.780236
482801,"482801-AA","s18_lk_37.8972168_-119.1958008","KIDNEY LAKE",37.897625,-119.197852
